
running 5676 tests
test remote::conversations_client::tests::conversation_parses_camelcase_wire ... ok
test remote::conversations_client::tests::missing_fields_default_gracefully ... ok
test remote::conversations_client::tests::update_body_serializes_only_set_fields ... ok
test remote::pull::tests::hydrate_skips_invalid_messages ... ok
test remote::pull::tests::hydrate_writes_valid_updates_jsonl ... ok
test remote::pull::tests::rebuild_chat_history_merges_chunks ... ok
test remote::pull::tests::rebuild_chat_history_preserves_user_images ... ok
test remote::pull_smoke_test::tests::smoke_push_pull_round_trip ... ignored
test remote::workspaces_client::tests::missing_fields_default_gracefully ... ok
test remote::workspaces_client::tests::workspace_parses_camelcase_wire ... ok
test sampling::error::tests::attach_prompt_usage_keeps_string_message_readable ... ok
test sampling::error::tests::attach_prompt_usage_preserves_error_kind_and_round_trips ... ok
test sampling::error::tests::auth_errors_map_to_auth_required ... ok
test sampling::error::tests::error_detail_from_data_reads_message_field ... ok
test sampling::error::tests::forbidden_does_not_map_to_auth_required ... ok
test sampling::error::tests::forbidden_non_subscription_error_no_hint ... ok
test sampling::error::tests::forbidden_subscription_error_includes_api_key_hint_when_env_set ... ok
test sampling::error::tests::forbidden_subscription_error_no_hint_without_api_key ... ok
test sampling::error::tests::http_status_from_error_extracts_status ... ok
test sampling::error::tests::prompt_complete_fields_error_without_data_falls_back_to_message ... ok
test sampling::error::tests::prompt_complete_fields_extracts_message_from_status_data ... ok
test sampling::error::tests::prompt_complete_fields_generic_error_includes_detail ... ok
test sampling::error::tests::prompt_complete_fields_ok_passes_through_stop_reason ... ok
test sampling::error::tests::prompt_complete_fields_rate_limit_omits_detail ... ok
test sampling::error::tests::rate_limit_code_differs_from_internal_error ... ok
test sampling::error::tests::rate_limit_error_uses_dedicated_code ... ok
test sampling::error::tests::rate_limit_mapping_is_stable_with_retry_after ... ok
test sampling::error::tests::rate_limited_user_message_oauth_vs_api_key ... ok
test sampling::error::tests::stop_reason_for_turn_error_distinguishes_max_tokens ... ok
test sampling::types::tests::get_image_content_url_builds_data_uri_when_no_uri ... ok
test sampling::types::tests::get_image_content_url_returns_uri_when_present ... ok
test session::acp_conversion::tests::test_acp_plan_update_non_todo_returns_none ... ok
test session::acp_conversion::tests::test_acp_plan_update_todo ... ok
test session::acp_conversion::tests::test_acp_plan_update_todo_duplicate_id_returns_none ... ok
test session::acp_conversion::tests::test_acp_tool_update_pdf_page_images ... ok
test session::acp_conversion::tests::test_acp_tool_update_read_file_success ... ok
test session::acp_conversion::tests::test_acp_tool_update_text_completes_with_content ... ok
test session::acp_conversion::tests::test_acp_tool_update_todo_duplicate_id_returns_failed ... ok
test session::acp_conversion::tests::test_acp_tool_update_todo_returns_completed ... ok
test session::acp_conversion::tests::test_maybe_rewrite_with_none_returns_original ... ok
test session::acp_conversion::tests::test_maybe_rewrite_with_rewriter_sanitizes_error_text ... ok
test session::acp_conversion::tests::test_media_gen_acp_update_emits_prose_and_raw_output ... ok
test session::acp_conversion::tests::test_no_rewriter_preserves_original_paths ... ok
test session::acp_conversion::tests::test_path_rewriter_new_returns_none_when_no_display ... ok
test session::acp_conversion::tests::test_path_rewriter_new_returns_none_when_same ... ok
test session::acp_conversion::tests::test_path_rewriter_new_returns_some_when_different ... ok
test session::acp_conversion::tests::test_path_rewriter_rewrite_path ... ok
test session::acp_conversion::tests::test_path_rewriter_rewrite_path_no_match ... ok
test session::acp_conversion::tests::test_path_rewriter_rewrite_text ... ok
test session::acp_conversion::tests::test_path_rewriter_rewrites_bash_command_and_output ... ok
test session::acp_conversion::tests::test_path_rewriter_rewrites_list_dir_raw_output ... ok
test session::acp_conversion::tests::test_path_rewriter_rewrites_raw_output_json ... ok
test session::acp_conversion::tests::test_path_rewriter_rewrites_search_replace_diff_path ... ok
test session::acp_conversion::tests::test_raw_output_json_list_dir_round_trips ... ok
test session::acp_conversion::tests::test_raw_output_json_round_trips ... ok
test session::acp_conversion::tests::test_rewrite_handles_plain_paths ... ok
test session::acp_conversion::tests::test_rewrite_handles_url_encoded_paths ... ok
test session::acp_conversion::tests::test_rewrite_json_handles_url_encoded_paths ... ok
test session::acp_conversion::tests::test_rewrite_noop_when_no_overlay_path_present ... ok
test session::acp_conversion::tests::test_turn_end_plan_cleanup_preserves_semantics_and_priority ... ok
test session::acp_mcp::tests::absent_meta_yields_none ... ok
test session::acp_mcp::tests::duplicate_names_keep_the_first ... ok
test session::acp_mcp::tests::parses_valid_entries_and_skips_malformed ... ok
test session::acp_session::auth_error_no_retry_tests::legacy_auth_hint_on_401_unauthorized ... ok
test session::acp_session::auth_error_no_retry_tests::legacy_auth_hint_on_404_model_not_found ... ok
test remote::client::tests::auth_headers_do_not_collide_with_json ... ok
test session::acp_session::auth_error_no_retry_tests::model_auth_facts_memo_serves_cached_status_and_keys_on_model ... ok
test session::acp_session::auth_error_no_retry_tests::no_emit_when_auth_manager_is_none ... ok
test session::acp_session::auth_error_no_retry_tests::no_legacy_hint_for_oidc_auth ... ok
test session::acp_session::auth_error_no_retry_tests::no_legacy_hint_on_401_for_oidc_auth ... ok
test session::acp_session::auth_error_no_retry_tests::no_recovery_without_auth_manager ... ok
test session::acp_session::auth_error_no_retry_tests::pre_flight_refresh_heals_session_method_with_stale_api_key_auth_type ... ok
test session::acp_session::auth_error_no_retry_tests::pre_flight_refresh_skips_api_key_auth_type ... ok
test session::acp_session::auth_error_no_retry_tests::reconstruct_full_config_no_bearer_resolver_for_api_key_method ... ok
test session::acp_session::auth_error_no_retry_tests::reconstruct_full_config_no_bearer_resolver_for_byok_model_on_session_method ... ok
test session::acp_session::auth_error_no_retry_tests::reconstruct_full_config_wires_bearer_resolver_for_session_method_despite_api_key_auth_type ... ok
test session::acp_session::auth_error_no_retry_tests::sampler_401_oidc_method_with_stale_api_key_auth_type_still_recovers ... ok
test session::acp_session::auth_error_no_retry_tests::sampler_401_recovery_returns_refresh_and_retry ... ok
test session::acp_session::auth_error_no_retry_tests::sampler_401_session_method_with_stale_api_key_auth_type_still_recovers ... ok
test auth::refresh::oidc_refresher::auth_backend_contract_tests::auth_backend_contract_token_responses_map_to_outcomes ... ok
test session::acp_session::auth_error_no_retry_tests::session_born_on_api_key_recovers_after_oidc_login_without_restart ... ok
test session::acp_session::auth_error_no_retry_tests::session_token_auth_gate_truth_table ... ok
test session::acp_session::auth_error_no_retry_tests::set_session_model_invalidates_byok_memo_for_same_model_id ... ok
test leader::server::tests::two_clients_one_session_broadcast_and_driver ... ok
test session::acp_session::auto_wake_suppression_tests::await_text_completed_drops_matching_pending_input ... ok
test session::acp_session::auto_wake_suppression_tests::between_turn_drain_suppresses_auto_wake_delivered_subagents ... ok
test session::acp_session::auto_wake_suppression_tests::drain_batches_monitor_notifications_into_formatted_block ... ok
test session::acp_session::auto_wake_suppression_tests::drain_drops_goal_turn_origin_when_status_none_and_marks_reported ... ok
test session::acp_session::auto_wake_suppression_tests::handle_bridge_tool_success_runs_consumed_completion_sweep ... ok
test session::acp_session::auto_wake_suppression_tests::kill_task_not_found_does_not_consume ... ok
test session::acp_session::auto_wake_suppression_tests::kill_task_drops_matching_pending_input ... ok
test session::acp_session::auto_wake_suppression_tests::multi_task_output_drops_each_completed_id ... ok
test session::acp_session::auto_wake_suppression_tests::reparented_harness_subagent_task_suppressed_when_status_not_active ... ok
test session::acp_session::auto_wake_suppression_tests::reparented_record_is_noop_without_goal_harness ... ok
test session::acp_session::auto_wake_suppression_tests::set_goal_loop_active_resource_mirrors_into_gate ... ok
test session::acp_session::auto_wake_suppression_tests::split_blanket_gate_drops_all ... ok
test session::acp_session::auto_wake_suppression_tests::split_drops_goal_turn_origin_when_blanket_gate_off ... ok
test session::acp_session::auto_wake_suppression_tests::shutdown_drops_pending_synthetic_inputs ... ok
test session::acp_session::auto_wake_suppression_tests::split_surfaces_normal_completions_with_no_goal ... ok
test session::acp_session::auto_wake_suppression_tests::subagent_completed_drops_matching_pending_input ... ok
test session::acp_session::auto_wake_suppression_tests::state_is_busy_reflects_queued_inputs ... ok
test session::acp_session::auto_wake_suppression_tests::sweep_clears_matching_pending_notifications ... ok
test session::acp_session::auto_wake_suppression_tests::sweep_never_drops_running_turns_own_slot ... ok
test session::acp_session::auto_wake_suppression_tests::task_not_found_does_not_consume ... ok
test session::acp_session::auto_wake_suppression_tests::task_output_running_does_not_drop_pending_input ... ok
test session::acp_session::auto_wake_suppression_tests::task_output_completed_drops_matching_pending_input ... ok
test session::acp_session::auto_wake_suppression_tests::unrelated_tool_output_does_not_consume ... ok
test session::acp_session::between_turn_completion_tests::failed_completion_with_poll_tool ... ok
test session::acp_session::between_turn_completion_tests::multiple_completions_batched_with_poll_tool ... ok
test session::acp_session::between_turn_completion_tests::no_poll_tool_inlines_output ... ok
test session::acp_session::between_turn_completion_tests::single_successful_completion_with_poll_tool ... ok
test session::acp_session::build_tool_parse_error_message_tests::test_empty_arguments_no_extra_content ... ok
test session::acp_session::build_tool_parse_error_message_tests::test_long_arguments_are_truncated ... ok
test session::acp_session::build_tool_parse_error_message_tests::test_malformed_json_includes_original_args_and_position ... ok
test session::acp_session::build_tool_parse_error_message_tests::test_non_ascii_arguments_truncated_safely ... ok
